ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000023974	PLP2	proteolipid protein 2 	Source:HGNC Symbol;Acc:HGNC:9087	-1.089384798	1.350793633	10.89739084	0.000962998	0.040557299
ENSOCUG00000004926	GJB3	gap junction protein beta 3 	Source:HGNC Symbol;Acc:HGNC:4285	-1.66336384	-1.179436332	10.88342826	0.000970285	0.040791602
ENSOCUG00000015493		annexin A1  	Source:RefSeq peptide;Acc:NP_001164623	-0.989861685	4.312319239	10.87759548	0.000973345	0.040829871
ENSOCUG00000012810	C11orf54	chromosome 11 open reading frame 54 	Source:HGNC Symbol;Acc:HGNC:30204	-0.811844461	6.382368925	10.87512372	0.000974645	0.040829871
ENSOCUG00000002703	FOXM1	forkhead box M1 	Source:HGNC Symbol;Acc:HGNC:3818	-2.468351953	0.899433915	10.87033455	0.000977169	0.040863264
ENSOCUG00000000001	ADH6	alcohol dehydrogenase 6 (class V) 	Source:HGNC Symbol;Acc:HGNC:255	-2.233009019	3.567863027	10.864077	0.000980476	0.04088736
ENSOCUG00000016659	EMB	embigin 	Source:HGNC Symbol;Acc:HGNC:30465	2.24953896	-1.41334782	10.86271027	0.0009812	0.04088736
ENSOCUG00000022194				-2.602961714	0.912567045	10.85594138	0.000984793	0.040964961
ENSOCUG00000015510	C2CD2	C2 calcium dependent domain containing 2 	Source:HGNC Symbol;Acc:HGNC:1266	0.807003365	6.311499324	10.81818172	0.001005081	0.041735568
ENSOCUG00000001041	MELK	maternal embryonic leucine zipper kinase 	Source:HGNC Symbol;Acc:HGNC:16870	-2.209815247	0.711655333	10.80976761	0.00100966	0.041852253
ENSOCUG00000001299	MICAL2	"microtubule associated monooxygenase, calponin and LIM domain containing 2 "	Source:HGNC Symbol;Acc:HGNC:24693	1.277164826	2.258838511	10.8011811	0.001014354	0.041973312
ENSOCUG00000004119	GUSB	glucuronidase beta 	Source:HGNC Symbol;Acc:HGNC:4696	0.934212333	8.450868842	10.75915335	0.001037648	0.042862304
ENSOCUG00000013550	USF3	upstream transcription factor family member 3 	Source:HGNC Symbol;Acc:HGNC:30494	1.69369682	2.232526712	10.75294595	0.001041135	0.042931383
ENSOCUG00000016669	MAT1A	methionine adenosyltransferase 1A 	Source:HGNC Symbol;Acc:HGNC:6903	1.03318836	9.15854156	10.74508789	0.001045565	0.043039082
ENSOCUG00000017620		"Oryctolagus cuniculus serum amyloid protein A (LOC100009259), mRNA. "	Source:RefSeq mRNA;Acc:NM_001082392	-5.170306748	10.22727881	10.73540934	0.001051047	0.043189658
ENSOCUG00000003924				-4.92694347	3.502332841	10.7312644	0.001053404	0.043211489
ENSOCUG00000016772	DDIT4	DNA damage inducible transcript 4 	Source:HGNC Symbol;Acc:HGNC:24944	-1.568691589	4.559078426	10.71860318	0.001060637	0.04338357
ENSOCUG00000016909	RAD51	RAD51 recombinase 	Source:HGNC Symbol;Acc:HGNC:9817	-1.8282858	1.253568106	10.71379808	0.001063395	0.04338357
ENSOCUG00000002818	FAM64A	family with sequence similarity 64 member A 	Source:HGNC Symbol;Acc:HGNC:25483	-3.321709814	-1.926775414	10.71079647	0.001065122	0.04338357
ENSOCUG00000029339	AWAT2	acyl-CoA wax alcohol acyltransferase 2 	Source:HGNC Symbol;Acc:HGNC:23251	1.111773136	0.878088476	10.70484281	0.001068555	0.04338357
ENSOCUG00000022112				-2.454362735	-0.85255999	10.70316968	0.001069521	0.04338357
ENSOCUG00000008352	OXT	oxytocin/neurophysin I prepropeptide 	Source:HGNC Symbol;Acc:HGNC:8528	5.001208496	-1.753825225	10.70189447	0.001070259	0.04338357
ENSOCUG00000002972				0.928838234	4.376296887	10.70159886	0.00107043	0.04338357
ENSOCUG00000024248				2.602248016	-1.474283597	10.69203461	0.001075978	0.043442765
ENSOCUG00000029747				1.52157453	0.037697517	10.68631733	0.001079308	0.043442765
ENSOCUG00000029267		cytochrome P450 2C30 precursor  	Source:RefSeq peptide;Acc:NP_001164737	0.870987528	9.486135126	10.68576582	0.00107963	0.043442765
ENSOCUG00000000493	PITPNM2	phosphatidylinositol transfer protein membrane associated 2 	Source:HGNC Symbol;Acc:HGNC:21044	0.901868701	2.959043862	10.68426011	0.001080509	0.043442765
ENSOCUG00000005849	DDX6	DEAD-box helicase 6 	Source:HGNC Symbol;Acc:HGNC:2747	0.700804872	6.319859053	10.68330477	0.001081068	0.043442765
ENSOCUG00000015368	FAM83A	family with sequence similarity 83 member A 	Source:HGNC Symbol;Acc:HGNC:28210	3.306541726	-2.889811626	10.673934	0.001086558	0.043589387
ENSOCUG00000029568				1.269705036	1.225727905	10.64770739	0.001102074	0.044089016
ENSOCUG00000026526	PPM1E	"protein phosphatase, Mg2+/Mn2+ dependent 1E "	Source:HGNC Symbol;Acc:HGNC:19322	1.654977027	-0.24825941	10.64659456	0.001102738	0.044089016
ENSOCUG00000013413	ERLIN2	ER lipid raft associated 2 	Source:HGNC Symbol;Acc:HGNC:1356	0.690384131	4.637335718	10.62992713	0.001112721	0.044413142
ENSOCUG00000014885	PELP1	"proline, glutamate and leucine rich protein 1 "	Source:HGNC Symbol;Acc:HGNC:30134	0.542422395	4.116760468	10.60710093	0.001126542	0.044889088
ENSOCUG00000024436				-4.372738205	-2.287158638	10.60223578	0.00112951	0.044922188
ENSOCUG00000006144				-1.666854183	-0.264079104	10.59952303	0.001131168	0.044922188
ENSOCUG00000026685				-2.698063336	1.325662753	10.58935085	0.001137409	0.045031762
ENSOCUG00000004531	ANKRD6	ankyrin repeat domain 6 	Source:HGNC Symbol;Acc:HGNC:17280	3.667254113	1.191615659	10.58882499	0.001137733	0.045031762
ENSOCUG00000017544	PNPLA7	patatin like phospholipase domain containing 7 	Source:HGNC Symbol;Acc:HGNC:24768	1.108085945	2.686274828	10.58511296	0.001140019	0.04504694
ENSOCUG00000014976	ERCC4	"ERCC excision repair 4, endonuclease catalytic subunit "	Source:HGNC Symbol;Acc:HGNC:3436	0.838864173	1.817481328	10.57287794	0.001147589	0.045191526
ENSOCUG00000008430	FAM155B	family with sequence similarity 155 member B 	Source:HGNC Symbol;Acc:HGNC:30701	1.965586052	-0.255084182	10.5707745	0.001148896	0.045191526
ENSOCUG00000005115	FAP	fibroblast activation protein alpha 	Source:HGNC Symbol;Acc:HGNC:3590	-1.2617816	0.825798409	10.56995325	0.001149406	0.045191526
ENSOCUG00000007091	TBPL1	TATA-box binding protein like 1 	Source:HGNC Symbol;Acc:HGNC:11589	-0.849842875	2.756270542	10.56476378	0.001152638	0.045243416
ENSOCUG00000011459	RYR3	ryanodine receptor 3 	Source:HGNC Symbol;Acc:HGNC:10485	-0.947509543	4.724873593	10.55224569	0.00116047	0.045475441
ENSOCUG00000024212	MAG	myelin associated glycoprotein 	Source:HGNC Symbol;Acc:HGNC:6783	1.655419062	0.139450644	10.54515988	0.001164927	0.045558334
ENSOCUG00000017525	MED13L	mediator complex subunit 13 like 	Source:HGNC Symbol;Acc:HGNC:22962	0.9936964	4.439255158	10.54276954	0.001166435	0.045558334
ENSOCUG00000005111	N4BP2	NEDD4 binding protein 2 	Source:HGNC Symbol;Acc:HGNC:29851	1.131160645	3.179441664	10.53148024	0.001173582	0.045761955
ENSOCUG00000003542	TM4SF18	transmembrane 4 L six family member 18 	Source:HGNC Symbol;Acc:HGNC:25181	-0.751840272	4.000945695	10.52273834	0.001179146	0.04578883
ENSOCUG00000022118	PSPH	phosphoserine phosphatase 	Source:HGNC Symbol;Acc:HGNC:9577	-1.596767603	5.160428242	10.52270884	0.001179165	0.04578883
ENSOCUG00000009317	MCM8	minichromosome maintenance 8 homologous recombination repair factor 	Source:HGNC Symbol;Acc:HGNC:16147	-1.710842539	0.185553001	10.52128402	0.001180075	0.04578883
ENSOCUG00000002656	TRAPPC3L	trafficking protein particle complex 3 like 	Source:HGNC Symbol;Acc:HGNC:21090	1.714807606	-1.360836726	10.50480933	0.001190642	0.046103208
ENSOCUG00000029143	DSC3	desmocollin 3 	Source:HGNC Symbol;Acc:HGNC:3037	0.711569675	3.114375849	10.50259138	0.001192072	0.046103208
ENSOCUG00000008800	ZWILCH	zwilch kinetochore protein 	Source:HGNC Symbol;Acc:HGNC:25468	-1.917472866	1.148174033	10.49444319	0.001197341	0.046214218
ENSOCUG00000022126	HMMR	hyaluronan mediated motility receptor 	Source:HGNC Symbol;Acc:HGNC:5012	-2.48781668	1.400881372	10.49211923	0.001198848	0.046214218
ENSOCUG00000008311	ST3GAL6	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 "	Source:HGNC Symbol;Acc:HGNC:18080	-0.715450157	6.534844476	10.4852778	0.001203295	0.046310236
ENSOCUG00000017519	MYO10	myosin X 	Source:HGNC Symbol;Acc:HGNC:7593	0.979975755	4.264724272	10.48149448	0.001205762	0.046329832
ENSOCUG00000015048	BMPR1B	bone morphogenetic protein receptor type 1B 	Source:HGNC Symbol;Acc:HGNC:1077	1.050711211	1.001795342	10.47065119	0.00121286	0.046518914
ENSOCUG00000015292	NEDD9	"neural precursor cell expressed, developmentally down-regulated 9 "	Source:HGNC Symbol;Acc:HGNC:7733	-0.683180573	3.040756155	10.46675474	0.00121542	0.046518914
ENSOCUG00000010465	EPHA3	EPH receptor A3 	Source:HGNC Symbol;Acc:HGNC:3387	-2.063658043	-1.938574374	10.46499467	0.001216579	0.046518914
ENSOCUG00000010911	PELI3	pellino E3 ubiquitin protein ligase family member 3 	Source:HGNC Symbol;Acc:HGNC:30010	1.153428702	2.48636173	10.45225651	0.001224997	0.046759089
ENSOCUG00000017049	FAM118B	family with sequence similarity 118 member B 	Source:HGNC Symbol;Acc:HGNC:26110	-0.580024176	2.925862875	10.44952318	0.001226811	0.046759089
ENSOCUG00000007642	DEPTOR	DEP domain containing MTOR-interacting protein 	Source:HGNC Symbol;Acc:HGNC:22953	1.313911715	1.889418748	10.44462648	0.001230068	0.046784922
ENSOCUG00000014831	ATG2B	autophagy related 2B 	Source:HGNC Symbol;Acc:HGNC:20187	0.579409233	5.689971582	10.44256375	0.001231442	0.046784922
ENSOCUG00000008225	LACTB2	lactamase beta 2 	Source:HGNC Symbol;Acc:HGNC:18512	-0.862522572	7.523308957	10.42735963	0.001241621	0.047096046
ENSOCUG00000003712	TCEAL9	transcription elongation factor A like 9 	Source:HGNC Symbol;Acc:HGNC:30084	-0.956400601	1.387127096	10.4064048	0.00125579	0.047557267
ENSOCUG00000006154	GINS4	GINS complex subunit 4 	Source:HGNC Symbol;Acc:HGNC:28226	-2.546037891	0.132471404	10.40159723	0.001259064	0.047586678
ENSOCUG00000017153	TCF19	transcription factor 19 	Source:HGNC Symbol;Acc:HGNC:11629	-2.236982627	1.81490863	10.39936351	0.001260588	0.047586678
ENSOCUG00000005927	ACSM5	acyl-CoA synthetase medium-chain family member 5 	Source:HGNC Symbol;Acc:HGNC:26060	0.852046083	7.100874492	10.38496333	0.001270457	0.047882881
ENSOCUG00000020991				-4.1577689	0.753984955	10.37555589	0.001276947	0.048050965
ENSOCUG00000020989				1.506789937	7.676838468	10.36544374	0.00128396	0.048238186
ENSOCUG00000011014	P3H2	prolyl 3-hydroxylase 2 	Source:HGNC Symbol;Acc:HGNC:19317	-0.678053806	2.664507772	10.35577528	0.001290702	0.048414638
ENSOCUG00000026356		"Oryctolagus cuniculus cytochrome P450 2D/I (CYP2D23), mRNA. "	Source:RefSeq mRNA;Acc:NM_001168395	0.817382498	9.098200222	10.3481202	0.001296066	0.048538903
ENSOCUG00000017535	CAPN11	calpain 11 	Source:HGNC Symbol;Acc:HGNC:1478	2.209866996	-0.083805345	10.33393014	0.001306068	0.048836216
ENSOCUG00000010488				3.226235867	-1.650219319	10.32527617	0.001312206	0.048988343
ENSOCUG00000026564				0.948728567	4.455004908	10.31096249	0.001322423	0.049292014
ENSOCUG00000014699	RPS18	ribosomal protein S18 	Source:HGNC Symbol;Acc:HGNC:10401	-1.308594202	3.793981539	10.30139622	0.001329296	0.049470292
ENSOCUG00000029599				2.535553543	-1.915446936	10.29122338	0.001336644	0.049599266
ENSOCUG00000026682				4.276030125	-1.925210225	10.29079794	0.001336953	0.049599266
ENSOCUG00000014993	DENND2A	DENN domain containing 2A 	Source:HGNC Symbol;Acc:HGNC:22212	0.702032776	3.43772442	10.28123042	0.001343903	0.049779092
ENSOCUG00000005208				-2.290658913	2.694483487	10.2778735	0.00134635	0.04979182
